filename,width,height,xmin,ymin,xmax,ymax
446-08,396,300,240,261,305,300
447-01,534,300,42,116,300,266
448-01,435,300,14,154,341,285
448-02,435,300,283,220,435,300
448-03,435,300,383,138,416,156
449-01,557,300,166,28,339,123
449-02,557,300,457,44,557,101
449-03,557,300,429,86,477,112
449-04,557,300,81,135,527,300
45-01,720,720,245,299,422,397
450-01,400,300,91,82,314,168
451-01,470,300,329,210,372,238
451-02,470,300,215,166,322,237
451-03,470,300,159,180,214,209
452-01,604,300,53,95,452,299
453-01,450,300,110,178,300,297
454-01,381,300,166,125,199,133
454-02,381,300,144,183,283,216
454-03,381,300,18,224,189,300
454-04,381,300,195,128,258,143
455-01,455,300,266,109,323,138
456-01,533,300,107,144,403,205
457-01,400,300,165,124,193,135
457-02,400,300,66,105,90,113
457-03,400,300,213,162,367,207
458-01,481,300,70,93,340,141
459-01,533,300,16,128,170,154
459-02,533,300,255,167,511,236
46-01,720,720,215,349,434,472
460-01,451,300,154,90,385,130
460-02,451,300,1,194,216,264
461-01,463,300,185,227,276,283
462-01,425,300,187,203,315,272
463-01,370,300,92,177,366,284
464-01,690,300,217,109,509,295
465-01,510,300,168,92,482,201
465-02,510,300,159,202,313,247
465-03,510,300,29,260,148,299
466-01,382,300,196,207,317,260
467-01,716,300,120,160,596,225
468-01,401,300,162,120,300,152
469-01,450,300,195,193,332,300
469-02,450,300,268,150,358,184
469-03,450,300,377,144,414,166
47-01,720,720,231,241,467,385
470-01,459,300,52,77,180,141
471-01,400,300,125,200,214,232
471-02,400,300,237,237,289,273
471-03,400,300,208,183,254,202
471-04,400,300,200,164,237,179
471-05,400,300,154,176,192,191
471-06,400,300,151,148,185,158
471-07,400,300,215,139,280,151
471-08,400,300,271,150,310,162
471-09,400,300,194,127,229,135
471-010,400,300,1,185,63,211
471-011,400,300,33,169,73,182
471-012,400,300,50,155,95,170
471-013,400,300,85,138,112,145
471-014,400,300,111,128,139,135
471-015,400,300,86,115,129,124
471-016,400,300,139,102,180,110
471-017,400,300,130,110,156,116
471-018,400,300,194,114,217,120
472-01,506,300,46,143,379,271
473-01,400,300,65,90,353,191
474-01,401,300,102,189,223,243
474-02,401,300,222,168,293,201
474-03,401,300,266,139,332,170
475-01,460,300,17,34,415,253
476-01,450,300,64,155,131,185
476-02,450,300,287,135,321,150
476-03,450,300,297,176,338,205
476-04,450,300,259,232,325,274
477-01,400,300,137,129,277,198
477-02,400,300,158,32,247,57
477-03,400,300,259,217,384,299
478-01,427,300,111,156,328,279
478-02,427,300,333,151,398,169
479-01,720,280,192,79,504,203
48-01,720,720,173,301,429,396
48-02,720,720,389,396,489,468
480-01,450,300,149,131,306,231
480-02,450,300,234,237,316,300
480-03,450,300,156,113,214,129
481-01,533,300,22,187,384,262
482-01,571,300,232,76,293,89
482-02,571,300,107,112,280,127
482-03,571,300,146,142,397,188
482-04,571,300,99,193,507,286
483-01,400,300,74,39,307,272
484-01,450,300,78,100,150,110
484-02,450,300,202,91,233,102
484-03,450,300,178,116,321,168
484-04,450,300,298,113,378,141
484-05,450,300,13,180,370,298
485-01,534,300,145,173,532,300
486-01,400,300,162,151,280,187
486-02,400,300,14,146,118,179
486-03,400,300,54,186,123,218
486-04,400,300,27,229,106,260
486-05,400,300,183,196,307,262
486-06,400,300,110,114,163,125
487-01,533,300,248,147,422,188
487-02,533,300,82,164,465,300
488-01,400,300,191,163,219,186
488-02,400,300,184,196,391,250
489-01,300,300,1,81,179,226
489-02,300,300,1,246,66,282
49-01,720,720,239,302,491,524
49-02,720,720,110,135,257,208
490-01,533,300,243,123,366,159
490-02,533,300,36,119,193,139
490-03,533,300,1,149,100,177
490-04,533,300,1,175,468,300
491-01,480,300,145,236,348,298
491-02,480,300,313,181,463,252
492-01,300,400,103,85,209,123
492-02,300,400,73,60,114,77
492-03,300,400,108,45,176,61
492-04,300,400,180,53,219,75
492-05,300,400,4,214,279,400
493-01,300,400,91,177,117,193
493-02,300,400,92,163,110,174
493-03,300,400,87,243,107,256
493-04,300,400,72,281,100,298
493-05,300,400,100,293,164,348
493-06,300,400,253,255,269,275
493-07,300,400,186,267,203,288
493-08,300,400,152,164,167,173
493-09,300,400,209,147,253,162
493-010,300,400,268,170,281,180
493-011,300,400,253,181,266,190
493-012,300,400,277,212,300,222
493-013,300,400,275,202,293,209
493-014,300,400,194,226,213,237
493-015,300,400,214,244,226,254
493-016,300,400,167,353,202,400
494-01,400,300,50,40,95,64
494-02,400,300,1,74,30,101
494-03,400,300,93,78,290,232
494-04,400,300,331,138,372,158
495-01,544,300,136,59,544,300
496-01,465,300,1,106,465,300
497-01,450,300,105,61,350,270
498-01,453,300,16,211,127,248
498-02,453,300,205,171,248,192
498-03,453,300,239,151,277,165
498-04,453,300,285,116,331,131
498-05,453,300,323,98,359,107
499-01,400,300,75,92,312,205
5-01,720,720,233,315,528,412
5-02,720,720,125,453,212,507
50-01,720,720,276,272,394,344
500-01,300,451,172,187,300,236
500-02,300,451,85,166,161,227
501-01,450,300,30,230,153,271
501-02,450,300,30,214,86,233
501-03,450,300,251,227,426,263
502-01,450,300,86,53,148,73
502-02,450,300,42,63,89,87
502-03,450,300,1,101,59,122
502-04,450,300,14,117,162,153
502-05,450,300,270,150,450,195
502-06,450,300,19,172,302,300
503-01,600,300,75,80,523,229
504-01,460,300,234,55,283,81
504-02,460,300,243,107,338,163
504-03,460,300,71,155,345,260
505-01,571,300,166,209,337,280
506-01,520,300,67,150,323,272
507-01,373,300,174,200,275,223
507-02,373,300,41,152,242,190
507-03,373,300,70,139,127,148
507-04,373,300,63,107,177,135
507-05,373,300,120,59,249,78
507-06,373,300,111,29,246,47
507-07,373,300,122,18,234,30
508-01,533,300,237,35,363,77
508-02,533,300,74,5,170,28
508-03,533,300,62,34,189,77
508-04,533,300,184,85,277,126
508-05,533,300,295,123,402,163
508-06,533,300,352,203,514,288
508-07,533,300,85,152,289,242
508-08,533,300,366,30,445,55
508-09,533,300,439,53,533,87
508-010,533,300,320,1,408,19
509-01,533,300,229,185,333,300
509-02,533,300,333,159,451,235
509-03,533,300,482,226,520,254
509-04,533,300,303,90,371,119
509-05,533,300,234,83,286,104
509-06,533,300,189,103,335,163
509-07,533,300,320,132,356,149
509-08,533,300,289,143,316,156
509-09,533,300,37,115,203,254
51-01,720,720,273,284,439,387
51-02,720,720,389,387,490,493
510-01,583,300,171,150,233,178
510-02,583,300,192,124,237,144
510-03,583,300,259,140,299,156
510-04,583,300,320,147,361,163
510-05,583,300,324,106,364,125
510-06,583,300,400,107,437,129
510-07,583,300,236,181,327,224
510-08,583,300,271,233,333,275
510-09,583,300,479,24,574,53
510-010,583,300,265,51,329,68
510-011,583,300,184,80,224,93
510-012,583,300,139,57,177,73
510-013,583,300,109,73,142,89
510-014,583,300,50,82,107,101
510-015,583,300,109,104,165,128
510-016,583,300,186,94,218,107
510-017,583,300,421,68,455,81
511-01,451,300,132,54,380,194
512-01,400,300,93,90,182,130
512-02,400,300,303,94,337,105
512-03,400,300,278,80,318,93
512-04,400,300,146,153,327,242
512-05,400,300,222,245,352,300
513-01,400,300,43,94,309,182
514-01,300,397,151,156,190,180
514-02,300,397,122,135,154,152
514-03,300,397,109,113,150,136
514-04,300,397,69,141,114,168
514-05,300,397,208,133,226,143
514-06,300,397,94,223,223,363
515-01,449,300,101,67,314,216
516-01,453,300,244,169,350,296
516-02,453,300,191,264,246,299
516-03,453,300,18,8,149,59
516-04,453,300,403,23,453,49
517-01,533,300,299,137,401,173
517-02,533,300,135,191,487,272
518-01,533,300,118,111,433,230
519-01,300,450,72,144,117,154
519-02,300,450,141,78,177,87
519-03,300,450,182,83,234,95
519-04,300,450,182,128,248,148
519-05,300,450,201,157,265,182
519-06,300,450,68,79,116,86
519-07,300,450,134,58,147,66
519-08,300,450,94,226,283,392
52-01,720,720,289,297,499,423
52-02,720,720,262,420,360,478
520-01,720,251,183,180,453,250
521-01,450,300,41,130,283,224
522-01,450,300,39,179,198,230
522-02,450,300,231,217,259,228
522-03,450,300,269,245,402,278
523-01,400,300,89,138,328,215
523-02,400,300,28,115,93,136
524-01,533,300,277,218,439,272
524-02,533,300,297,166,385,182
524-03,533,300,354,153,453,180
524-04,533,300,223,132,289,155
524-05,533,300,1,209,195,253
525-01,400,300,71,161,248,214
525-02,400,300,29,261,93,296
525-03,400,300,93,267,165,299
525-04,400,300,236,89,334,113
526-01,407,300,105,152,224,184
526-02,407,300,94,122,152,152
526-03,407,300,37,146,77,158
526-04,407,300,33,170,139,220
526-05,407,300,75,219,272,254
526-06,407,300,247,179,407,252
526-07,407,300,325,268,365,300
526-08,407,300,356,144,401,154
526-09,407,300,300,154,372,188
526-010,407,300,257,139,346,154
527-01,450,300,158,180,318,233
528-01,450,300,107,27,406,279
529-01,450,300,145,73,244,125
529-02,450,300,277,97,347,137
529-03,450,300,205,201,270,242
529-04,450,300,292,188,450,300
53-01,720,720,213,248,458,464
53-02,720,720,580,446,670,573
530-01,509,300,1,15,59,54
530-02,509,300,56,1,138,16
530-03,509,300,139,1,297,41
530-04,509,300,334,1,497,42
530-05,509,300,236,50,355,102
530-06,509,300,91,93,217,143
530-07,509,300,227,125,460,238
530-08,509,300,1,184,157,285
531-01,400,300,118,195,161,211
531-02,400,300,174,187,232,210
531-03,400,300,156,208,208,229
531-04,400,300,141,230,208,263
531-05,400,300,168,174,214,187
531-06,400,300,141,171,191,178
531-07,400,300,146,157,161,165
531-08,400,300,75,274,141,300
531-09,400,300,144,262,284,299
532-01,517,300,201,196,336,300
532-02,517,300,228,150,306,176
533-01,451,300,272,104,330,129
533-02,451,300,172,121,232,137
533-03,451,300,1,171,413,300
534-01,400,300,148,166,184,176
534-02,400,300,1,239,53,256
534-03,400,300,175,245,336,290
534-04,400,300,253,166,400,180
534-05,400,300,184,128,279,143
535-01,449,300,181,160,353,227
535-02,449,300,153,118,282,159
535-03,449,300,119,72,171,97
535-04,449,300,121,48,163,59
535-05,449,300,126,37,160,46
536-01,533,300,1,50,531,300
537-01,400,300,90,16,329,300
538-01,450,300,125,95,418,275
539-01,450,300,1,116,109,193
539-02,450,300,1,50,40,89
539-03,450,300,181,126,297,147
539-04,450,300,229,149,402,195
54-01,720,720,245,296,498,506
540-01,450,300,181,75,227,96
540-02,450,300,175,147,352,299
541-01,450,300,168,140,376,300
542-01,404,300,90,1,209,57
542-02,404,300,1,53,402,275
543-01,360,300,125,85,264,133
543-02,360,300,87,85,160,255
544-01,400,300,105,164,342,257
544-02,400,300,220,153,297,177
545-01,677,300,236,103,527,197
545-02,677,300,1,133,134,194
546-01,464,300,210,194,367,251
547-01,300,400,124,153,194,191
547-02,300,400,133,109,246,142
547-03,300,400,35,207,204,339
548-01,451,300,124,119,303,205
548-02,451,300,325,87,353,102
549-01,400,300,205,149,368,215
549-02,400,300,310,103,377,136
55-01,720,720,96,452,172,503
55-02,720,720,150,395,247,448
55-03,720,720,290,306,473,419
55-04,720,720,404,169,477,222
55-05,720,720,0,27,201,141
550-01,400,300,110,128,222,182
550-02,400,300,41,135,110,190
550-03,400,300,17,210,70,246
550-04,400,300,289,75,368,110
550-05,400,300,260,119,346,164
550-06,400,300,269,170,362,222
550-07,400,300,267,286,319,300
551-01,527,300,314,157,361,176
551-02,527,300,436,195,526,221
551-03,527,300,398,160,434,182
551-04,527,300,368,127,390,140
551-05,527,300,291,107,328,120
551-06,527,300,328,202,372,223
551-07,527,300,341,114,368,121
552-01,400,300,88,99,245,191
552-02,400,300,1,211,123,275
552-03,400,300,282,137,382,174
552-04,400,300,283,171,383,211
552-05,400,300,275,206,362,282
552-06,400,300,226,96,331,133
552-07,400,300,236,75,298,92
552-08,400,300,118,40,187,61
552-09,400,300,196,48,266,71
552-010,400,300,269,35,324,62
552-011,400,300,243,22,285,37
552-012,400,300,197,16,244,28
552-013,400,300,153,23,200,36
552-014,400,300,88,30,122,40
552-015,400,300,105,17,130,23
552-016,400,300,114,5,137,11
552-017,400,300,141,9,165,17
553-01,455,300,220,93,252,103
553-02,455,300,65,130,253,231
554-01,532,300,182,163,269,191
554-02,532,300,108,150,183,170
554-03,532,300,43,126,131,147
554-04,532,300,15,212,204,253
554-05,532,300,150,254,257,297
554-06,532,300,324,232,409,252
554-07,532,300,132,129,231,145
555-01,400,300,135,135,312,200
556-01,400,300,105,106,138,124
556-02,400,300,151,151,288,194
556-03,400,300,97,77,128,82
557-01,400,300,147,142,246,186
558-01,400,300,92,147,263,193
558-02,400,300,178,132,229,150
558-03,400,300,270,145,293,157
559-01,533,300,268,42,469,197
559-02,533,300,1,258,47,300
56-01,720,720,268,275,457,376
56-02,720,720,411,73,451,90
560-01,450,300,116,140,138,151
560-02,450,300,262,126,292,137
560-03,450,300,246,106,259,112
560-04,450,300,182,97,210,105
561-01,400,300,176,38,212,52
561-02,400,300,190,5,247,25
561-03,400,300,279,1,400,161
561-04,400,300,20,87,298,191
561-05,400,300,61,201,179,300
561-06,400,300,2,231,44,255
561-07,400,300,163,57,191,76
561-08,400,300,124,70,160,87
561-09,400,300,339,163,400,193
562-01,400,300,164,110,197,128
562-02,400,300,185,259,228,300
563-01,533,300,204,212,260,252
563-02,533,300,312,38,385,71
564-01,400,300,163,205,245,243
564-02,400,300,4,174,109,212
564-03,400,300,202,158,304,180
564-04,400,300,314,189,360,206
564-05,400,300,137,124,190,136
565-01,406,300,1,84,388,256
566-01,438,300,234,52,268,64
566-02,438,300,218,32,247,44
566-03,438,300,240,120,278,147
566-04,438,300,296,104,344,131
566-05,438,300,343,208,381,237
566-06,438,300,188,172,232,197
566-07,438,300,135,95,153,106
566-08,438,300,122,85,139,97
566-09,438,300,89,118,126,140
566-010,438,300,82,154,124,188
567-01,450,300,72,47,403,269
568-01,400,300,113,102,268,168
568-02,400,300,90,81,135,101
569-01,400,300,158,124,242,146
569-02,400,300,151,156,278,190
57-01,720,720,274,296,437,391
570-01,533,300,285,126,365,172
570-02,533,300,232,188,322,216
570-03,533,300,158,264,215,300
570-04,533,300,416,214,472,240
570-05,533,300,349,39,396,74
571-01,533,300,172,152,209,165
571-02,533,300,25,220,107,273
571-03,533,300,87,252,131,283
571-04,533,300,152,206,201,233
571-05,533,300,204,212,254,237
571-06,533,300,282,221,323,240
571-07,533,300,236,249,284,279
571-08,533,300,159,253,211,286
571-09,533,300,181,285,249,300
571-010,533,300,305,273,373,298
571-011,533,300,234,166,257,178
571-012,533,300,216,161,235,167
571-013,533,300,241,137,323,177
571-014,533,300,326,178,499,248
571-015,533,300,464,246,533,300
572-01,533,300,193,153,291,175
572-02,533,300,287,154,315,169
572-03,533,300,28,125,62,135
573-01,544,300,75,122,452,204
574-01,498,300,261,194,469,230
574-02,498,300,87,158,237,185
574-03,498,300,50,135,147,155
574-04,498,300,178,122,266,136
574-05,498,300,39,107,89,117
574-06,498,300,1,100,23,109
574-07,498,300,240,71,290,79
574-08,498,300,275,52,343,58
574-09,498,300,303,138,351,155
575-01,409,300,47,87,171,145
575-02,409,300,207,60,353,78
575-03,409,300,234,48,336,57
575-04,409,300,189,106,313,134
575-05,409,300,117,163,388,267
576-01,400,300,4,141,394,264
576-02,400,300,198,111,283,135
577-01,480,300,37,154,235,234
577-02,480,300,104,120,141,132
577-03,480,300,35,241,96,300
577-04,480,300,274,194,342,237
577-05,480,300,313,242,354,283
577-06,480,300,361,227,419,270
577-07,480,300,359,182,437,218
577-08,480,300,366,146,479,189
577-09,480,300,322,126,363,150
577-010,480,300,339,110,402,131
577-011,480,300,254,141,324,185
577-012,480,300,214,117,248,138
577-013,480,300,432,219,480,259
577-014,480,300,222,204,253,237
578-01,449,300,102,61,378,260
579-01,400,300,1,156,400,284
58-01,720,720,249,297,402,416
58-02,720,720,96,132,220,191
58-03,720,720,482,6,536,45
580-01,535,300,146,196,202,222
580-02,535,300,157,168,185,181
580-03,535,300,231,243,289,269
581-01,447,300,66,143,111,160
581-02,447,300,79,167,143,204
581-03,447,300,303,167,402,201
581-04,447,300,365,227,391,237
581-05,447,300,355,246,401,280
581-06,447,300,293,214,350,243
582-01,481,300,29,24,422,276
583-01,533,300,338,94,496,154
584-01,459,300,94,77,389,275
584-02,459,300,367,7,448,62
585-01,450,300,122,91,296,136
585-02,450,300,44,96,103,113
585-03,450,300,80,23,218,75
585-04,450,300,188,8,263,21
585-05,450,300,1,198,383,300
586-01,400,300,1,28,396,252
587-01,503,300,78,184,240,254
587-02,503,300,315,182,360,200
588-01,491,300,241,143,428,245
589-01,450,300,141,233,203,262
589-02,450,300,201,219,238,236
589-03,450,300,87,172,147,196
589-04,450,300,181,171,212,185
589-05,450,300,236,175,272,185
589-06,450,300,301,173,323,183
589-07,450,300,231,169,284,177
589-08,450,300,175,142,213,156
589-09,450,300,78,141,94,148
589-010,450,300,123,145,152,157
589-011,450,300,154,130,168,137
589-012,450,300,320,216,408,246
59-01,720,720,218,237,522,411
59-02,720,720,249,456,426,567
590-01,534,300,92,131,475,300
591-01,540,300,129,99,368,165
591-02,540,300,83,181,446,294
592-01,336,300,90,154,184,200
592-02,336,300,154,30,171,38
592-03,336,300,123,29,142,34
593-01,521,300,172,184,356,255
593-02,521,300,293,153,486,189
593-03,521,300,369,124,521,161
594-01,457,300,22,59,87,83
594-02,457,300,120,8,179,34
594-03,457,300,332,4,379,23
594-04,457,300,58,99,146,142
594-05,457,300,126,80,168,100
594-06,457,300,195,120,389,172
595-01,300,300,162,155,241,214
595-02,300,300,33,215,164,298
595-03,300,300,192,264,291,300
595-04,300,300,253,204,300,245
595-05,300,300,45,113,162,162
595-06,300,300,184,106,230,126
595-07,300,300,243,117,285,147
595-08,300,300,285,146,300,164
595-09,300,300,166,48,212,64
595-010,300,300,117,75,174,94
595-011,300,300,109,61,134,72
595-012,300,300,37,59,95,80
595-013,300,300,194,33,224,44
595-014,300,300,157,27,197,39
595-015,300,300,66,38,140,58
595-016,300,300,199,11,253,32
595-017,300,300,151,96,192,112
595-018,300,300,198,80,217,91
595-019,300,300,1,198,26,230
596-01,450,300,1,62,450,280
597-01,450,300,163,192,280,244
597-02,450,300,208,283,252,300
598-01,533,300,22,130,73,151
598-02,533,300,220,162,300,195
598-03,533,300,275,64,313,77
598-04,533,300,214,51,286,68
598-05,533,300,471,191,529,300
599-01,533,300,2,127,61,148
599-02,533,300,183,126,210,139
599-03,533,300,285,66,330,84
599-04,533,300,333,89,381,99
599-05,533,300,321,107,349,116
599-06,533,300,269,87,296,97
599-07,533,300,242,162,288,182
599-08,533,300,175,182,260,215
599-09,533,300,321,155,345,165
599-010,533,300,309,186,416,213
599-011,533,300,327,228,421,284
599-012,533,300,368,148,433,178
6-01,720,720,276,215,443,357
6-02,720,720,264,322,502,608
60-01,720,720,308,282,443,404
60-02,720,720,364,426,432,471
600-01,450,300,166,159,328,225
600-02,450,300,235,123,348,163
600-03,450,300,335,86,386,110
600-04,450,300,344,61,388,75
600-05,450,300,352,51,388,61
601-01,450,300,118,163,275,206
601-02,450,300,114,76,425,124
602-01,529,300,122,112,350,244
603-01,300,533,1,129,300,364
604-01,445,300,273,160,375,208
604-02,445,300,255,128,360,159
604-03,445,300,166,113,205,128
604-04,445,300,1,137,153,177
604-05,445,300,71,106,136,117
604-06,445,300,1,112,45,121
604-07,445,300,1,101,44,111
604-08,445,300,67,94,106,101
604-09,445,300,1,211,314,300
605-01,421,300,70,76,382,265
606-01,600,300,191,49,411,300
607-01,485,300,52,100,417,266
608-01,300,357,16,176,257,357
609-01,400,300,34,152,112,178
609-02,400,300,86,141,321,289
609-03,400,300,271,63,315,74
609-04,400,300,254,74,394,114
609-05,400,300,391,120,400,140
61-01,720,720,277,265,401,341
610-01,300,400,102,212,237,282
610-02,300,400,125,147,195,172
610-03,300,400,61,157,106,175
610-04,300,400,1,211,69,238
611-01,437,300,47,99,396,193
612-01,400,300,19,117,305,254
612-02,400,300,226,59,272,74
612-03,400,300,221,96,262,111
612-04,400,300,314,89,360,103
613-01,506,300,106,99,397,214
613-02,506,300,228,215,290,266
613-03,506,300,19,48,117,76
614-01,474,300,168,93,339,295
614-02,474,300,221,38,271,60
615-01,486,300,24,73,358,198
616-01,451,300,148,161,169,172
616-02,451,300,93,155,340,240
616-03,451,300,304,121,366,142
616-04,451,300,262,111,285,119
616-05,451,300,420,193,451,216
617-01,450,300,210,207,272,223
617-02,450,300,249,207,285,243
617-03,450,300,84,245,287,297
617-04,450,300,174,186,209,198
617-05,450,300,166,169,214,176
618-01,533,300,116,137,185,202
618-02,533,300,213,224,328,300
618-03,533,300,310,180,345,219
618-04,533,300,248,69,300,93
618-05,533,300,244,100,323,185
618-06,533,300,300,52,335,102
618-07,533,300,270,47,298,57
619-01,472,300,159,107,348,189
62-01,720,720,251,217,382,327
62-02,720,720,211,341,373,506
620-01,571,300,53,210,409,271
620-02,571,300,494,224,534,238
621-01,303,300,198,146,240,183
621-02,303,300,7,44,114,117
621-03,303,300,1,25,49,40
621-04,303,300,147,45,214,69
621-05,303,300,224,65,287,87
621-06,303,300,3,158,45,221
622-01,655,300,96,81,316,198
622-02,655,300,317,147,554,300
622-03,655,300,483,120,523,151
622-04,655,300,448,72,502,103
622-05,655,300,403,84,463,128
622-06,655,300,355,21,401,55
622-07,655,300,276,6,338,21
622-08,655,300,195,16,229,35
623-01,534,300,94,51,414,267
624-01,427,300,71,166,159,201
624-02,427,300,178,195,247,230
624-03,427,300,126,239,185,286
624-04,427,300,291,282,339,300
624-05,427,300,60,143,94,160
624-06,427,300,20,136,57,151
624-07,427,300,128,127,184,143
624-08,427,300,92,129,125,140
624-09,427,300,93,117,112,126
624-010,427,300,305,147,343,157
624-011,427,300,398,149,427,171
625-01,533,300,62,124,456,198
625-02,533,300,80,197,228,276
625-03,533,300,247,197,475,283
626-01,450,300,114,101,310,157
626-02,450,300,414,76,450,90
627-01,600,300,85,198,214,252
627-02,600,300,383,231,482,262
628-01,447,300,114,59,330,220
629-01,400,300,93,56,279,204
63-01,720,720,270,259,471,390
630-01,450,300,32,164,306,283
630-02,450,300,257,123,359,157
631-01,452,300,351,26,452,86
631-02,452,300,84,82,177,111
631-03,452,300,2,92,452,297
632-01,450,300,41,227,132,256
633-01,399,300,57,74,367,184
634-01,450,300,212,76,250,100
634-02,450,300,254,57,276,73
634-03,450,300,244,112,277,142
634-04,450,300,191,161,236,177
634-05,450,300,208,151,240,160
634-06,450,300,320,170,345,204
634-07,450,300,330,213,369,258
634-08,450,300,305,116,325,137
634-09,450,300,287,75,313,99
634-010,450,300,205,110,223,119
634-011,450,300,201,122,219,128
634-012,450,300,215,101,228,108
634-013,450,300,229,47,245,54
635-01,300,300,1,85,300,240
636-01,450,300,132,158,288,188
636-02,450,300,201,128,290,144
636-03,450,300,243,110,272,119
636-04,450,300,322,108,381,129
636-05,450,300,379,147,450,184
636-06,450,300,1,226,149,282
636-07,450,300,302,75,317,85
637-01,464,300,143,57,191,68
637-02,464,300,100,232,157,255
638-01,533,300,22,27,489,272
639-01,534,300,92,28,383,103
64-01,720,720,209,333,456,476
640-01,400,300,66,131,303,242
641-01,464,300,13,87,202,173
642-01,300,400,86,135,173,159
642-02,300,400,77,209,247,301
642-03,300,400,218,330,294,381
643-01,400,300,170,169,315,215
644-01,300,399,101,28,244,64
644-02,300,399,104,83,196,138
644-03,300,399,29,163,248,361
645-01,451,300,171,227,384,289
646-01,534,300,143,174,397,244
647-01,533,300,189,83,386,265
648-01,720,266,262,231,419,262
648-02,720,266,144,213,240,237
648-03,720,266,228,200,384,215
648-04,720,266,347,180,428,193
648-05,720,266,244,153,307,162
648-06,720,266,1,194,88,248
648-07,720,266,159,128,217,141
648-08,720,266,326,124,378,134
648-09,720,266,512,197,557,209
648-010,720,266,501,172,546,182
648-011,720,266,459,158,515,170
648-012,720,266,560,232,720,266
649-01,532,300,120,71,358,175
649-02,532,300,355,205,520,300
65-01,720,720,233,357,492,504
650-01,435,300,206,193,269,218
650-02,435,300,139,212,214,258
651-01,400,300,128,118,306,214
652-01,450,300,133,195,423,297
652-02,450,300,1,150,194,229
652-03,450,300,1,107,111,142
653-01,450,300,1,57,87,126
653-02,450,300,60,1,124,14
653-03,450,300,52,80,379,259
654-01,450,300,238,179,381,221
654-02,450,300,270,169,290,177
654-03,450,300,43,43,80,52
655-01,534,300,1,187,188,276
655-02,534,300,102,84,283,151
655-03,534,300,1,55,144,133
655-04,534,300,167,44,246,68
655-05,534,300,316,27,534,90
655-06,534,300,296,87,463,139
655-07,534,300,366,170,534,275
655-08,534,300,1,25,118,53
656-01,300,440,76,199,234,295
656-02,300,440,145,52,171,58
657-01,400,300,7,76,383,232
658-01,300,400,224,175,283,226
658-02,300,400,88,168,130,188
658-03,300,400,66,240,229,314
658-04,300,400,136,63,182,82
659-01,533,300,93,173,462,243
66-01,720,720,244,198,485,467
66-02,720,720,414,212,504,306
66-03,720,720,374,27,435,66
66-04,720,720,59,30,122,52
66-05,720,720,137,47,207,119
66-06,720,720,287,160,320,185
660-01,450,300,212,226,288,274
661-01,533,300,113,125,531,300
662-01,452,300,169,205,239,233
662-02,452,300,216,241,260,267
662-03,452,300,293,244,337,277
662-04,452,300,260,166,306,183
662-05,452,300,157,144,180,153
663-01,335,300,28,113,139,150
663-02,335,300,61,151,126,181
663-03,335,300,135,172,196,210
663-04,335,300,51,228,159,276
663-05,335,300,224,127,250,144
663-06,335,300,267,74,320,98
663-07,335,300,117,53,145,62
663-08,335,300,231,19,253,29
663-09,335,300,251,48,275,55
663-010,335,300,259,56,284,61
664-01,400,300,1,57,377,227
665-01,452,300,114,129,284,197
67-01,720,720,160,282,379,449
67-02,720,720,445,169,622,320
67-03,720,720,552,0,705,47
68-01,720,720,331,255,564,404
68-02,720,720,206,156,379,191
69-01,720,720,330,332,441,437
69-02,720,720,154,35,271,105
7-01,720,720,140,198,512,373
70-01,720,720,255,250,456,356
70-02,720,720,456,287,545,350
71-01,720,720,290,327,435,443
71-02,720,720,638,541,720,590
72-01,720,720,260,287,493,433
73-01,720,720,236,325,474,516
73-02,720,720,249,82,404,137
74-01,720,720,311,322,415,378
75-01,720,720,285,291,418,398
76-01,720,720,194,211,377,359
76-02,720,720,319,323,461,486
77-01,720,720,257,359,407,471
77-02,720,720,162,256,353,413
77-03,720,720,253,15,329,49
77-04,720,720,470,351,720,720
78-01,720,720,284,272,485,443
78-02,720,720,146,171,202,251
79-01,720,720,106,236,609,449
8-01,720,720,196,311,387,449
8-02,720,720,383,273,498,391
80-01,720,720,216,226,449,421
81-01,720,720,235,327,526,464
81-02,720,720,237,243,378,325
82-01,720,720,221,182,470,395
82-02,720,720,453,85,514,121
83-01,720,720,276,263,468,474
84-01,720,720,209,235,351,340
84-02,720,720,269,344,385,438
84-03,720,720,74,603,223,716
85-01,720,720,231,289,383,381
85-02,720,720,441,292,510,357
86-01,720,720,230,282,395,395
86-02,720,720,357,378,514,464
87-01,720,720,235,265,440,530
88-01,720,720,263,314,391,486
89-01,720,720,228,249,438,387
89-02,720,720,573,466,648,550
9-01,720,720,264,289,480,416
9-02,720,720,388,37,498,84
90-01,720,720,264,337,476,491
91-01,720,720,296,315,386,421
92-01,720,720,171,279,524,493
93-01,720,720,2,37,139,114
93-02,720,720,0,141,141,261
93-03,720,720,158,284,483,464
94-01,720,720,180,305,509,426
95-01,720,720,288,233,440,366
95-02,720,720,110,180,259,345
96-01,720,720,257,306,382,409
97-01,720,720,245,263,477,348
97-02,720,720,188,166,312,184
97-03,720,720,151,87,237,127
98-01,720,720,505,44,585,101
98-02,720,720,234,243,492,426
98-03,720,720,547,272,720,394
98-04,720,720,653,345,720,420
99-01,720,720,228,269,478,474
